"DRUN","H","H2","H2O","H2O2","HO2","N2","O","O2","OH","PRUN","RRTE_H","RRTE_H2","RRTE_H2O","RRTE_H2O2","RRTE_HO2","RRTE_N2","RRTE_O","RRTE_O2","RRTE_OH","TRUN","URUN","VRUN","WRUN","vtkValidPointMask","arc_length","Points:0","Points:1","Points:2"
0.8342051506,0,0.01998860016,0,0,0,0.8657913804,0,0.2286323905,0,100003.125,9.15998348e-35,-1.831996696e-34,0,0,3.02279456e-33,0,0,-2.931194713e-33,0,300.0093994,1,0,0,1,0,0,0,0
0.8342054484,6.991119352e-23,0.01998855921,1.720324407e-11,3.245586242e-19,1.458811379e-18,0.86579144,3.763058113e-17,0.2286324054,5.675171156e-20,100003.125,-1.252567084e-17,-3.518754597e-16,1.568931119e-15,1.67510294e-28,6.219292206e-15,0,-1.420398168e-15,-6.03082869e-15,2.740472873e-17,300.0093994,0.9999996426,0,0,1,9.999999747e-06,9.999999747e-06,0,0
0.8342058059,1.543623982e-22,0.01998851453,3.8490164e-11,7.877324893e-19,3.507150694e-18,0.86579144,8.498026377e-17,0.2286324054,1.283655687e-19,100003.125,-1.84937179e-17,-7.952592481e-16,3.548729472e-15,7.298605272e-28,1.373207023e-14,0,-3.207647999e-15,-1.331594689e-14,5.654819804e-17,300.0093994,0.999999166,0,0,1,1.999999949e-05,1.999999949e-05,0,0
0.8342061635,2.594833138e-22,0.01998846798,6.47514833e-11,1.44416381e-18,6.339840814e-18,0.8657915589,1.443608169e-16,0.2286324351,2.183500199e-19,100003.125,-2.358658274e-17,-1.351835084e-15,6.03638451e-15,2.129662531e-27,2.308363565e-14,0,-5.449005552e-15,-2.238413226e-14,8.853851806e-17,300.0093994,0.9999986894,0,0,1,2.999999924e-05,2.999999924e-05,0,0
0.8342067587,3.908167349e-22,0.01998840843,9.707062669e-11,2.369881008e-18,1.021811426e-17,0.8657914402,2.186296608e-16,0.2286324055,3.310465532e-19,100003.125,-2.9337946e-17,-2.048420305e-15,9.151917351e-15,5.207647774e-27,3.476708749e-14,0,-8.252325164e-15,-3.371354051e-14,1.246183073e-16,300.0093994,0.9999981534,0,0,1,3.999999899e-05,3.999999899e-05,0,0
0.8342071754,5.547255763e-22,0.01998834888,1.367655274e-10,3.670668942e-18,1.54928409e-17,0.8657915595,3.113189543e-16,0.2286324354,4.718262627e-19,100003.125,-3.631956087e-17,-2.918177033e-15,1.304380348e-14,1.153557201e-26,4.934846327e-14,0,-1.175092315e-14,-4.785305835e-14,1.662078707e-16,300.0093994,0.999997558,0,0,1,4.999999874e-05,4.999999874e-05,0,0
0.8342075944,7.589591766e-22,0.01998828555,1.854392314e-10,5.493706525e-18,2.26363911e-17,0.8657917362,4.267944817e-16,0.2286324795,6.47331995e-19,100003.125,-4.492130337e-17,-4.002106636e-15,1.789568227e-14,2.402256617e-26,6.751716094e-14,0,-1.610958033e-14,-6.547118597e-14,2.149523411e-16,300.0093994,0.999996962,0,0,1,5.999999848e-05,5.999999848e-05,0,0
0.8342085447,1.013069595e-21,0.01998820186,2.450413953e-10,8.04375396e-18,3.228625031e-17,0.8657914413,5.704520509e-16,0.2286324205,8.657782187e-19,100003.125,-5.554935437e-17,-5.350901189e-15,2.393464612e-14,4.802055594e-26,9.012300113e-14,0,-2.153196795e-14,-8.73920011e-14,2.727730855e-16,300.0093994,0.9999962474,0,0,1,7.000000187e-05,7.000000187e-05,0,0
0.8342090797,1.32886045e-21,0.01998812185,3.179438242e-10,1.16056914e-17,4.530481336e-17,0.8657916799,7.489616377e-16,0.2286324803,1.137324038e-18,100003.125,-6.868786009e-17,-7.027228272e-15,3.144151053e-14,9.334285689e-26,1.182159735e-13,0,-2.826981813e-14,-1.146336643e-13,3.419219404e-16,300.0093994,0.9999954729,0,0,1,7.999999798e-05,7.999999798e-05,0,0
0.8342095619,1.720921543e-21,0.01998803612,4.070310517e-10,1.657584741e-17,6.28612357e-17,0.8657919722,9.705669707e-16,0.2286325533,1.474530762e-18,100003.125,-8.493127083e-17,-9.108564414e-15,4.076351913e-14,1.779586406e-25,1.530940421e-13,0,-3.663427458e-14,-1.484548275e-13,4.250361316e-16,300.0093689,0.9999945803,0,0,1,9.000000136e-05,9.000000136e-05,0,0
0.8342108661,2.207286859e-21,0.01998792274,5.158109854e-10,2.350555659e-17,8.654373434e-17,0.865791561,1.245455109e-15,0.2286324506,1.892928571e-18,100003.125,-1.050138094e-16,-1.169068126e-14,5.23300259e-14,3.347711271e-25,1.963616956e-13,0,-4.700987262e-14,-1.904113435e-13,5.251883593e-16,300.0093689,0.9999936271,0,0,1,9.999999747e-05,9.999999747e-05,0,0
0.834211639,2.810256612e-21,0.019987813,6.485516229e-10,3.31619032e-17,1.185144325e-16,0.8657918009,1.586221088e-15,0.2286325254,2.41172731e-18,100003.125,-1.298435676e-16,-1.489198609e-14,6.667197834e-14,6.240906336e-25,2.500025983e-13,0,-5.987191168e-14,-2.424267645e-13,6.459247638e-16,300.0093689,0.9999925553,0,0,1,0.0001100000009,0.0001100000009,0,0
0.8342123039,3.557395648e-21,0.01998769554,8.104426915e-10,4.661195986e-17,1.617213962e-16,0.8657922077,2.008427894e-15,0.2286326419,3.054678217e-18,100003.125,-1.605440421e-16,-1.885885471e-14,8.444593845e-14,1.156650693e-24,3.164690736e-13,0,-7.580778496e-14,-3.068791025e-13,7.912740787e-16,300.0093689,0.9999914241,0,0,1,0.000119999997,0.000119999997,0,0
0.8342140208,4.482779961e-21,0.0199875432,1.007795636e-09,6.534016572e-17,2.201912365e-16,0.8657916815,2.531309144e-15,0.2286324956,3.851152876e-18,100003.125,-1.9850574e-16,-2.377226714e-14,1.064639413e-13,2.136212161e-24,3.987930888e-13,0,-9.554351584e-14,-3.867084438e-13,9.65706742e-16,300.0093689,0.9999901142,0,0,1,0.0001300000004,0.0001300000004,0,0
0.8342150896,5.628554357e-21,0.01998739626,1.248289329e-09,9.141175812e-17,2.994329119e-16,0.8657920411,3.178642972e-15,0.2286326004,4.83749232e-18,100003.125,-2.454499469e-16,-2.985596742e-14,1.337303299e-13,3.938648022e-24,5.007233053e-13,0,-1.199763529e-13,-4.855498913e-13,1.174003101e-15,300.0093689,0.9999887447,0,0,1,0.0001400000037,0.0001400000037,0,0
0.8342160583,7.046821148e-21,0.01998723591,1.541261086e-09,1.276996806e-16,4.069928002e-16,0.8657925609,3.979811943e-15,0.228632745,6.058643874e-18,100003.125,-3.035082294e-16,-3.738663487e-14,1.674875813e-13,7.259196223e-24,6.268952598e-13,0,-1.502152331e-13,-6.07898428e-13,1.420973677e-15,300.0093689,0.9999871966,0,0,1,0.0001499999926,0.0001499999926,0,0
0.8342183061,8.802000118e-21,0.01998703159,1.898064612e-09,1.782003287e-16,5.532214795e-16,0.8657919207,4.971124063e-15,0.2286325849,7.570212537e-18,100003.125,-3.753215335e-16,-4.670639421e-14,2.09272991e-13,1.338737211e-23,7.830410821e-13,0,-1.876307216e-13,-7.593126148e-13,1.710935601e-15,300.0093689,0.9999854708,0,0,1,0.000159999996,0.000159999996,0,0
0.8342197304,1.097379984e-20,0.01998682895,2.332517266e-09,2.484740884e-16,7.523358479e-16,0.8657923412,6.197474509e-15,0.2286326905,9.441046055e-18,100003.125,-4.641631341e-16,-5.823837628e-14,2.609890853e-13,2.472162803e-23,9.762505133e-13,0,-2.339167004e-13,-9.466671321e-13,2.046802815e-15,300.0093689,0.9999835653,0,0,1,0.0001699999993,0.0001699999993,0,0
0.8342211214,1.366077903e-20,0.01998661264,2.861415474e-09,3.462553161e-16,1.023878638e-15,0.8657929736,7.71432835e-15,0.228632863,1.175634064e-17,100003.125,-5.740923863e-16,-7.250589381e-14,3.249908254e-13,4.573519122e-23,1.215292336e-12,0,-2.911664461e-13,-1.178465318e-12,2.428567608e-15,300.0093689,0.9999814823,0,0,1,0.0001800000027,0.0001800000027,0,0
0.8342240192,1.698485165e-20,0.01998633967,3.505184936e-09,4.823031291e-16,1.39474173e-15,0.865792279,9.590226988e-15,0.2286326897,1.462158457e-17,100003.125,-7.101478749e-16,-9.015640151e-14,4.041945324e-13,8.479310717e-23,1.511015464e-12,0,-3.619671654e-13,-1.465227108e-12,2.850839849e-15,300.0093689,0.999979161,0,0,1,0.0001899999916,0.0001899999916,0,0
0.8342260361,2.109694515e-20,0.01998606641,4.288682387e-09,6.715867668e-16,1.901969957e-15,0.8657927024,1.190992292e-14,0.2286328107,1.816751868e-17,100003.125,-8.785882199e-16,-1.119909559e-13,5.022128191e-13,1.575779793e-22,1.876844211e-12,0,-4.495162788e-13,-1.819970169e-12,3.298927754e-15,300.0093689,0.99997666,0,0,1,0.0001999999949,0.0001999999949,0,0
0.8342279717,2.618382178e-20,0.01998577184,5.242129237e-09,9.349293703e-16,2.596624561e-15,0.8657935049,1.477813375e-14,0.2286330402,2.255614676e-17,100003.125,-1.087195948e-15,-1.390010672e-13,6.235233936e-13,2.935623433e-22,2.329394913e-12,0,-5.577655643e-13,-2.258807304e-12,3.742689309e-15,300.0093988,0.9999738636,0,0,1,0.0002099999983,0.0002099999983,0,0
0.8342316962,3.247661669e-20,0.01998540974,6.402265028e-09,1.301294634e-15,3.549130139e-15,0.8657927552,1.832423168e-14,0.2286328534,2.798830345e-17,100003.125,-1.345659887e-15,-1.724140205e-13,7.736782182e-13,5.482584097e-22,2.889237942e-12,0,-6.915981985e-13,-2.801685317e-12,4.126975425e-15,300.0093994,0.9999707682,0,0,1,0.0002200000017,0.0002200000017,0,0
0.8342345432,4.026179456e-20,0.0199850399,7.813808819e-09,1.810982214e-15,4.856717728e-15,0.8657932432,2.270821557e-14,0.22863299,3.471338049e-17,100003.125,-1.666060762e-15,-2.137498462e-13,9.595677513e-13,1.026447394e-21,3.581852192e-12,0,-8.570497061e-13,-3.47331132e-12,4.35691508e-15,300.0093994,0.9999673764,0,0,1,0.0002299999906,0.0002299999906,0,0
0.8342372589,4.989417396e-20,0.01998464102,9.531125953e-09,2.520049069e-15,6.653662119e-15,0.8657942142,2.812775732e-14,0.2286332476,4.304102903e-17,100003.125,-2.063486832e-15,-2.648917574e-13,1.189749496e-12,1.926293561e-21,4.438808677e-12,0,-1.061578977e-12,-4.30429951e-12,4.275368049e-15,300.0093994,0.9999636273,0,0,1,0.0002399999939,0.0002399999939,0,0
0.8342419907,6.181350025e-20,0.01998415822,1.162030665e-08,3.506467678e-15,9.125490291e-15,0.8657934695,3.482707561e-14,0.2286330763,5.335608862e-17,100003.125,-2.556822347e-15,-3.281739564e-13,1.474861832e-12,3.623239504e-21,5.499244799e-12,0,-1.314403505e-12,-5.332601027e-12,3.62856769e-15,300.0093994,0.9999594629,0,0,1,0.0002499999828,0.0002499999828,0,0
0.8342459054,7.656572002e-20,0.01998365833,1.416181017e-08,4.878733195e-15,1.252876342e-14,0.8657940201,4.310823533e-14,0.2286332292,6.613796799e-17,100003.125,-3.169762904e-15,-4.064920742e-13,1.828148389e-12,6.82980163e-21,6.811720508e-12,0,-1.626916259e-12,-6.605304717e-12,2.013947603e-15,300.0093994,0.9999548817,0,0,1,0.0002600000007,0.0002600000007,0,0
0.8342498171,9.482818116e-20,0.01998311618,1.725341832e-08,6.787745325e-15,1.72182576e-14,0.8657951017,5.334433439e-14,0.228633529,8.198389933e-17,100003.125,-3.932113989e-15,-5.034393935e-13,2.266112259e-12,1.290016971e-20,8.436507654e-12,0,-2.013193716e-12,-8.180856107e-12,-1.198792909e-15,300.0093994,0.9999498821,0,0,1,0.0002699999895,0.0002699999895,0,0
0.8342558536,1.17442484e-19,0.01998247736,2.101403144e-08,9.443414565e-15,2.368482729e-14,0.8657944219,6.599639873e-14,0.228633374,1.016394633e-16,100003.125,-4.881509611e-15,-6.234804321e-13,2.809361321e-12,2.441172017e-20,1.044851423e-11,0,-2.490634355e-12,-1.013189264e-11,-6.986911361e-15,300.0093994,0.9999443498,0,0,1,0.0002800000075,0.0002800000075,0,0
0.8342611927,1.454561308e-19,0.01998180103,2.558836085e-08,1.31377911e-14,3.260796846e-14,0.8657950353,8.163455692e-14,0.2286335571,1.260380138e-16,100003.125,-6.065637113e-15,-7.721671267e-13,3.483675824e-12,4.627592225e-20,1.294091971e-11,0,-3.080737928e-12,-1.254877059e-11,-1.68542106e-14,300.0093994,0.999938222,0,0,1,0.0002899999963,0.0002899999963,0,0
0.8342666,1.801735245e-19,0.01998106916,3.115233656e-08,1.827712044e-14,4.492837533e-14,0.8657962286,1.009631693e-13,0.2286338997,1.56349627e-16,100003.125,-7.545193177e-15,-9.564126957e-13,4.321383114e-12,8.786278395e-20,1.602979449e-11,0,-3.810075336e-12,-1.554404223e-11,-3.310123433e-14,300.0093994,0.9999314988,0,0,1,0.0002999999851,0.0002999999851,0,0
0.8342744159,2.232214894e-19,0.0199802167,3.791983755e-08,2.542648012e-14,6.194867232e-14,0.8657956701,1.248525116e-13,0.2286337754,1.940452878e-16,100003.125,-9.397834222e-15,-1.184838497e-12,5.363133951e-12,1.670666034e-19,1.985995203e-11,0,-4.711482964e-12,-1.925813609e-11,-5.923119074e-14,300.0093994,0.9999240627,0,0,1,0.0003100000031,0.0003100000031,0,0
0.8342817111,2.766341021e-19,0.0199793082,4.615112454e-08,3.53719902e-14,8.547336652e-14,0.8657964063,1.543785327e-13,0.2286339897,2.409813406e-16,100003.125,-1.17234395e-14,-1.468211428e-12,6.660193789e-12,3.180906664e-19,2.461234404e-11,0,-5.825528864e-12,-2.386651429e-11,-1.005585606e-13,300.0093994,0.9999158545,0,0,1,0.0003199999919,0.0003199999919,0,0
0.8342892638,3.429592452e-19,0.01997831969,5.616271748e-08,4.920728563e-14,1.18002788e-13,0.8657977725,1.908709947e-13,0.228634375,2.995084982e-16,100003.125,-1.465135408e-14,-1.820015189e-12,8.277495248e-12,6.063704122e-19,3.051371023e-11,0,-7.202363357e-12,-2.958905446e-11,-1.651230592e-13,300.0093994,0.9999068702,0,0,1,0.0003299999807,0.0003299999807,0,0
0.8342993406,4.253950972e-19,0.01997718309,6.83393219e-08,6.845347592e-14,1.630012138e-13,0.8657973368,2.359725122e-13,0.2286343107,3.726147832e-16,100003.125,-1.835019438e-14,-2.25716766e-12,1.029759324e-11,1.157180855e-18,3.784876579e-11,0,-8.903951145e-12,-3.670183587e-11,-2.650568393e-13,300.0093994,0.9998968794,0,0,1,0.0003399999987,0.0003399999987,0,0
0.834309248,5.279718494e-19,0.01997596252,8.314912056e-08,9.522675549e-14,2.252706202e-13,0.8657982537,2.917140913e-13,0.2286345708,4.641203266e-16,100003.125,-2.304141207e-14,-2.800958181e-12,1.282596531e-11,2.210512776e-18,4.697607695e-11,0,-1.100685187e-11,-4.555256114e-11,-4.186315823e-13,300.0093994,0.9998859361,0,0,1,0.0003499999875,0.0003499999875,0,0
0.8343196008,6.557829773e-19,0.01997462839,1.011613843e-07,1.324708904e-13,3.114673922e-13,0.8657997928,3.606054288e-13,0.2286350284,5.789334166e-16,100003.125,-2.901827702e-14,-3.47827451e-12,1.599815601e-11,4.226412879e-18,5.834896791e-11,0,-1.360569028e-11,-5.658081832e-11,-6.533245577e-13,300.0094299,0.9998738613,0,0,1,0.0003600000055,0.0003600000055,0,0
0.8343327644,8.152899314e-19,0.01997311279,1.23068053e-07,1.842802792e-13,4.308184014e-13,0.865799597,4.457467573e-13,0.2286350247,7.233980922e-16,100003.125,-3.667241989e-14,-4.32319982e-12,1.998939076e-11,8.087207265e-18,7.254269764e-11,0,-1.681738445e-11,-7.034444743e-11,-1.010400142e-12,300.0094299,0.9998605403,0,0,1,0.0003699999943,0.0003699999943,0,0
0.8343461191,1.014735704e-18,0.01997147067,1.497113547e-07,2.56351489e-13,5.961192832e-13,0.8658006946,5.509719962e-13,0.2286353592,9.057770305e-16,100003.125,-4.653142021e-14,-5.379134145e-12,2.502775317e-11,1.548592819e-17,9.029075652e-11,0,-2.078640966e-11,-8.755468346e-11,-1.55176273e-12,300.0094299,0.999845852,0,0,1,0.0003799999831,0.0003799999831,0,0
0.8343602796,1.264682682e-18,0.01996967388,1.821152332e-07,3.566084937e-13,8.251127478e-13,0.8658024684,6.810180528e-13,0.2286358903,1.13690479e-15,100003.125,-5.93123774e-14,-6.70162741e-12,3.141235334e-11,2.967264602e-17,1.125333091e-10,0,-2.569131568e-11,-1.09123229e-10,-2.370201613e-12,300.0094604,0.9998296773,0,0,1,0.0003900000011,0.0003900000011,0,0
0.8343776011,1.578740854e-18,0.0199676513,2.21524011e-07,4.960712802e-13,1.142397817e-12,0.865802629,8.417351238e-13,0.2286359906,1.431097099e-15,100003.125,-7.599847419e-14,-8.36216184e-12,3.953845987e-11,5.688840765e-17,1.404821435e-10,0,-3.175265861e-11,-1.362251586e-10,-3.604680313e-12,300.0094897,0.9998118377,0,0,1,0.0003999999899,0.0003999999899,0,0
0.834395532,1.974585258e-18,0.0199654482,2.694527484e-07,6.900738071e-13,1.582101372e-12,0.8658040239,1.040360236e-12,0.2286364144,1.807450559e-15,100003.125,-9.794993776e-14,-1.045335955e-11,4.993304826e-11,1.091226477e-16,1.7571023e-10,0,-3.924307904e-11,-1.703857818e-10,-5.463223342e-12,300.009491,0.999792214,0,0,1,0.0004099999787,0.0004099999787,0,0
0.8344147472,2.475308597e-18,0.01996303111,3.277429739e-07,9.599439146e-13,2.191551471e-12,0.8658060352,1.285832801e-12,0.2286370345,2.291637671e-15,100003.125,-1.270639317e-13,-1.309603314e-11,6.330461369e-11,2.094138474e-16,2.202732469e-10,0,-4.849944064e-11,-2.135984932e-10,-8.257046174e-12,300.0095215,0.999770573,0,0,1,0.0004199999967,0.0004199999967,0,0
0.8344375934,3.111312064e-18,0.01996032869,3.986326402e-07,1.335342712e-12,3.03637968e-12,0.8658066136,1.589194043e-12,0.2286372548,2.918475256e-15,100003.125,-1.660074289e-13,-1.644893852e-11,8.061406411e-11,4.020416888e-16,2.768781185e-10,0,-5.993789941e-11,-2.684882293e-10,-1.245150226e-11,300.0095812,0.9997467315,0,0,1,0.0004299999855,0.0004299999855,0,0
0.8344616458,3.922995018e-18,0.0199573717,4.848468197e-07,1.857543006e-12,4.207654629e-12,0.8658083651,1.964102128e-12,0.2286378119,3.735649863e-15,100003.125,-2.185584601e-13,-2.072249829e-11,1.031768361e-10,7.721377134e-16,3.491204015e-10,0,-7.407294095e-11,-3.385417215e-10,-1.874230955e-11,300.0096117,0.9997205105,0,0,1,0.0004400000034,0.0004400000034,0,0
0.8344876364,4.964437077e-18,0.01995412448,5.89696503e-07,2.583942347e-12,5.831674706e-12,0.8658107933,2.427424043e-12,0.228638551,4.808982352e-15,100003.125,-2.901031245e-13,-2.619781425e-11,1.328086576e-10,1.483393877e-15,4.418143707e-10,0,-9.154015212e-11,-4.284274079e-10,-2.816901671e-11,300.0096727,0.9996915582,0,0,1,0.0004499999923,0.0004499999923,0,0
0.834517793,6.308703707e-18,0.01995050856,7.172076827e-07,3.594378334e-12,8.083634601e-12,0.8658119056,3.000000379e-12,0.2286389489,6.230130613e-15,100003.125,-3.883693178e-13,-3.325386597e-11,1.720378068e-10,2.850628137e-15,5.614650114e-10,0,-1.131251774e-10,-5.444535284e-10,-4.228469795e-11,300.0097642,0.9996596963,0,0,1,0.0004599999811,0.0004599999811,0,0
0.8345500451,8.055420011e-18,0.01994654685,8.722792942e-07,4.999917868e-12,1.120660084e-11,0.8658141894,3.707598001e-12,0.2286396546,8.127790603e-15,100003.125,-5.24503949e-13,-4.240605883e-11,2.244127935e-10,5.479391969e-15,7.169389447e-10,0,-1.397991254e-10,-6.952185935e-10,-6.340892519e-11,300.0098543,0.9996246216,0,0,1,0.000469999999,0.000469999999,0,0
0.8345850639,1.034156728e-17,0.01994218577,1.060866503e-06,6.955039583e-12,1.553774188e-11,0.8658170948,4.582047937e-12,0.2286405582,1.068397095e-14,100003.125,-7.146635246e-13,-5.436157696e-11,2.949515948e-10,1.053461429e-14,9.204282811e-10,0,-1.727625804e-10,-8.925463121e-10,-9.500528963e-11,300.0099763,0.999586042,0,0,1,0.0004799999879,0.0004799999879,0,0
0.8346249693,1.33571202e-17,0.01993734802,1.290209327e-06,9.674606425e-12,2.154477347e-11,0.8658188623,5.662676912e-12,0.2286411639,1.41578778e-14,100003.125,-9.823642567e-13,-7.009918629e-11,3.907996453e-10,2.025760025e-14,1.188841884e-09,0,-2.135003518e-10,-1.152835198e-09,-1.42244635e-10,300.0101288,0.9995435437,0,0,1,0.0004900000058,0.0004900000058,0,0
0.8346680341,1.73677385e-17,0.01993203659,1.569113404e-06,1.345746688e-11,2.987651429e-11,0.8658217966,6.998085479e-12,0.2286420912,1.892100227e-14,100003.125,-1.361952126e-12,-9.098451704e-11,5.221935127e-10,3.896069772e-14,1.545815956e-09,0,-2.638486597e-10,-1.499009339e-09,-2.128438871e-10,300.0103394,0.9994968238,0,0,1,0.0004999999655,0.0004999999655,0,0
0.834714991,2.274787319e-17,0.01992618853,1.908291688e-06,1.871939449e-11,4.143325006e-11,0.8658253022,8.648354528e-12,0.2286431894,2.550890239e-14,100003.125,-1.90376444e-12,-1.189390382e-10,7.038877897e-10,7.494279629e-14,2.024662888e-09,0,-3.26082074e-10,-1.963379512e-09,-3.183212399e-10,300.0105834,0.9994453545,0,0,1,0.0005099999835,0.0005099999835,0,0
0.834767848,3.002872352e-17,0.01991971343,2.320755639e-06,2.603846624e-11,5.746341788e-11,0.8658280132,1.068764928e-11,0.2286440906,3.469704874e-14,100003.125,-2.681730882e-12,-1.566841265e-10,9.572419681e-10,1.441730946e-13,2.672630364e-09,0,-4.030162319e-10,-2.591776521e-09,-4.758580313e-10,300.0108868,0.9993888333,0,0,1,0.0005200000014,0.0005200000014,0,0
0.8348251781,3.99692616e-17,0.01991259584,2.822339271e-06,3.621886179e-11,7.969917746e-11,0.8658317793,1.320766761e-11,0.2286452712,4.761383224e-14,100003.125,-3.804697508e-12,-2.081015685e-10,1.313322571e-09,2.77384003e-13,3.557191439e-09,0,-4.981437508e-10,-3.44965755e-09,-7.1108392e-10,300.0112818,0.9993266114,0,0,1,0.0005299999611,0.0005299999611,0,0
0.8348878719,5.366013973e-17,0.01990475605,3.432300297e-06,5.037924622e-11,1.10543716e-10,0.8658361211,1.632173423e-11,0.2286466381,6.590730159e-14,100003.125,-5.433225614e-12,-2.787625724e-10,1.817489863e-09,5.337256336e-13,4.775267677e-09,0,-6.158048256e-10,-4.631062652e-09,-1.062227965e-09,300.0117955,0.9992583247,0,0,1,0.0005399999791,0.0005399999791,0,0
0.8349577817,7.2675978e-17,0.01989609243,4.174028533e-06,7.00749354e-11,1.533294328e-10,0.8658398434,2.016974366e-11,0.2286478798,9.199132671e-14,100003.125,-7.80441846e-12,-3.767019205e-10,2.536159081e-09,1.027029477e-12,6.466714755e-09,0,-7.613981536e-10,-6.271716519e-09,-1.586279782e-09,300.0124327,0.9991832692,0,0,1,0.000549999997,0.000549999997,0,0
0.8350338263,9.930178337e-17,0.01988655817,5.075989651e-06,9.746956581e-11,2.126797993e-10,0.8658446164,2.492466327e-11,0.2286494007,1.294128911e-13,100003.125,-1.126893544e-11,-5.135671005e-10,3.566874014e-09,1.976381988e-12,8.834309302e-09,0,-9.416661506e-10,-8.568457209e-09,-2.368201018e-09,300.0132207,0.999100906,0,0,1,0.000560000015,0.000560000015,0,0
0.8351170667,1.368653472e-16,0.01987605525,6.172777848e-06,1.3557197e-10,2.950071243e-10,0.8658500335,3.080011884e-11,0.2286510967,1.83394857e-13,100003.125,-1.634578478e-11,-7.063089019e-10,5.053204805e-09,3.803430887e-12,1.217310005e-08,0,-1.165059249e-09,-1.180778747e-08,-3.53460726e-09,300.0141916,0.9990105241,0,0,1,0.0005699999747,0.0005699999747,0,0
0.8352091383,1.902296964e-16,0.01986445941,7.506445866e-06,1.885664256e-10,4.092048881e-10,0.8658550614,3.806000204e-11,0.2286527401,2.616430214e-13,100003.125,-2.38037342e-11,-9.796844563e-10,7.20687602e-09,7.319666908e-12,1.691373958e-08,0,-1.442227544e-09,-1.640807096e-08,-5.274147202e-09,300.015464,0.9989114653,0,0,1,0.0005799999926,0.0005799999926,0,0
0.8353094301,2.665224987e-16,0.01985169577,9.128144245e-06,2.622726822e-10,5.676090148e-10,0.8658610788,4.703044106e-11,0.2286546606,3.755462081e-13,100003.125,-3.478212404e-11,-1.36996158e-09,1.034062518e-08,1.408684132e-11,2.368639973e-08,0,-1.786692873e-09,-2.298185496e-08,-7.867819177e-09,300.0170394,0.9988029063,0,0,1,0.0005900000106,0.0005900000106,0,0
0.8354190978,3.762120531e-16,0.01983763025,1.110000124e-05,3.64781568e-10,7.873224212e-10,0.8658676946,5.811402049e-11,0.2286567745,5.419536842e-13,100003.1323,-5.096976115e-11,-1.930392355e-09,1.491687776e-08,2.711021322e-11,3.341478919e-08,0,-2.215777239e-09,-3.242767944e-08,-1.173395861e-08,300.0190112,0.9986841277,0,0,1,0.0005999999703,0.0005999999703,0,0
0.8355396866,5.347095442e-16,0.01982211877,1.349759255e-05,5.073468901e-10,1.092068055e-09,0.8658742024,7.180835309e-11,0.228658892,7.858291713e-13,100003.1328,-7.487141535e-11,-2.739362071e-09,2.162036996e-08,5.217325815e-11,4.745534702e-08,0,-2.75197117e-09,-4.606631065e-08,-1.74953724e-08,300.0215264,0.9985542979,0,0,1,0.0006099999882,0.0006099999882,0,0
0.8356708741,7.647346933e-16,0.01980503717,1.641278018e-05,7.05616769e-10,1.514739832e-09,0.8658815863,8.872804262e-11,0.2286612732,1.144182521e-12,100003.1328,-1.10201564e-10,-3.912417583e-09,3.146556588e-08,1.004044324e-10,6.780114214e-08,0,-3.424906841e-09,-6.584089056e-08,-2.607869584e-08,300.0247048,0.998412524,0,0,1,0.0006200000062,0.0006200000062,0,0
0.8358139248,1.099818393e-15,0.01978621994,1.995713537e-05,9.813436918e-10,2.100933779e-09,0.8658895806,1.096317687e-10,0.2286638359,1.671908446e-12,100003.1328,-1.624682076e-10,-5.620102205e-09,4.59562294e-08,1.932137295e-10,9.738141748e-08,0,-4.274364611e-09,-9.461201349e-08,-3.886191257e-08,300.0286759,0.9982579752,0,0,1,0.0006299999659,0.0006299999659,0,0
0.8359700578,1.589517303e-15,0.01976547623,2.426636023e-05,1.364779997e-09,2.913879902e-09,0.8658976268,1.354571578e-10,0.2286664432,2.450498258e-12,100003.1328,-2.39841436e-10,-8.114506096e-09,6.732328547e-08,3.717933075e-10,1.405021474e-07,0,-5.354989701e-09,-1.365939033e-07,-5.789398786e-08,300.0337046,0.99808976,0,0,1,0.0006399999838,0.0006399999838,0,0
0.8361393987,2.307111745e-15,0.01974263379,2.9505347e-05,1.897982645e-09,4.041225513e-09,0.8659064403,1.673620628e-10,0.2286693,3.600938456e-12,100003.1328,-3.544358989e-10,-1.176846925e-08,9.887670589e-08,7.153801508e-10,2.034862947e-07,0,-6.743676688e-09,-1.979924148e-07,-8.621938519e-08,300.040063,0.9979070414,0,0,1,0.0006500000018,0.0006500000018,0,0
0.8363229732,3.361010503e-15,0.019717472,3.587432705e-05,2.639405411e-09,5.604426192e-09,0.8659157507,2.067755881e-10,0.2286722968,5.302861813e-12,100003.1328,-5.242116472e-10,-1.713371651e-08,1.455281522e-07,1.376362926e-09,2.956040598e-07,0,-8.551521859e-09,-2.879401466e-07,-1.283589996e-07,300.0480578,0.9977090448,0,0,1,0.0006599999615,0.0006599999615,0,0
0.8365217348,4.911723235e-15,0.01968975254,4.36168156e-05,3.670330816e-09,7.7718669e-09,0.8659250562,2.554640384e-10,0.228675351,7.823107312e-12,100003.1328,-7.758030728e-10,-2.502739242e-08,2.145703114e-07,2.647815208e-09,4.304215953e-07,0,-1.094351039e-08,-4.198677176e-07,-1.910252943e-07,300.0581423,0.9974951074,0,0,1,0.0006699999794,0.0006699999794,0,0
