        1001           1           1          16
   1.1073388296509485       0.43186214356386993        0.0000000000000000        0.0000000000000000       -383061.69533574738       6.09544314775959176E-002  0.24381772369570603        0.0000000000000000        0.0000000000000000        0.0000000000000000        0.0000000000000000        0.0000000000000000        0.0000000000000000        0.0000000000000000        0.0000000000000000        0.0000000000000000        0.0000000000000000        0.0000000000000000        0.0000000000000000        0.0000000000000000       0.80256667447764662     
   1.1073356468263902       0.43186173527493804        0.0000000000000000        0.0000000000000000       -383059.85515954782       6.09542562563448187E-002  0.24381702284658122       4.27229391114149773E-022  6.47403606933638072E-016  2.18129093561542972E-010  7.07188035308673319E-023  1.34447493109255390E-032  1.89734661417321026E-037  2.62578709123046941E-025  1.48605758846992677E-025  1.67084505942810865E-023  2.12041063808252167E-028  1.17715503452748661E-029  8.17581646540012522E-023  2.84153826836487523E-029  0.80256436750506321     
   1.1073322348886836       0.43186102451619368        0.0000000000000000        0.0000000000000000       -383057.88225454726       6.09540684228779411E-002  0.24381627154789265       9.64427881983993647E-022  1.37006649238647723E-015  4.47345492831255376E-010  1.50072919934575216E-022  2.92071252523060027E-032  6.66430520726658484E-037  5.79293632591690575E-025  3.28306125815032716E-025  3.68814904772851051E-023  4.81643566891780904E-028  2.67636918124570205E-029  1.78801648862228554E-022  6.29418066694179567E-029  0.80256189447081239     
   1.1073286195704597       0.43186010939622255        0.0000000000000000        0.0000000000000000       -383055.79170168331       6.09538693928964731E-002  0.24381547546592647       1.63252824263825516E-021  2.17570312188685713E-015  6.88305735727202600E-010  2.38887303298963115E-022  4.81775338060634752E-032  1.54115266111837939E-036  9.62198665495020618E-025  5.46345946061021434E-025  6.13051915264198883E-023  8.23157532232756447E-028  4.58415415672188894E-029  2.94079712554730907E-022  1.04801899411718940E-028  0.80255927402349181     
   1.1073248304441590       0.43185931171580594        0.0000000000000000        0.0000000000000000       -383053.60093153705       6.09536607943182360E-002  0.24381464111189272       2.45596609886807246E-021  3.07280348815457501E-015  9.41704433003661601E-010  3.38059566592254170E-022  7.13593819500944618E-032  2.91576500712097819E-036  1.42601854458814576E-024  8.11639179187359374E-025  9.09425594287488969E-023  1.25449893558034122E-027  7.01026104199577444E-029  4.31111684595255587E-022  1.55461324373355370E-028  0.80255652759634744     
   1.1073209012006782       0.43185893796353897        0.0000000000000000        0.0000000000000000       -383051.32968480850       6.09534444814924178E-002  0.24381377590392794       3.46321217132001707E-021  4.07070956030449036E-015  1.20827645922956877E-009  4.48566056423367296E-022  9.98942163155302660E-032  4.90658350878117514E-036  1.98873814858326708E-024  1.13515091764067046E-024  1.26973084020090125E-022  1.79803233425549757E-027  1.00938414855346160E-028  5.94097352266434686E-022  2.16676265547361758E-028  0.80255367960670054     
   1.1073168700018938       0.43185885977188943        0.0000000000000000        0.0000000000000000       -383048.99991103448       6.09532225556000118E-002  0.24381288824390926       4.68739465077339613E-021  5.17969980961053402E-015  1.48879927442694152E-009  5.71468480433487969E-022  1.35089971027755606E-031  7.65092656209134319E-036  2.67232714230972675E-024  1.53036986155252431E-024  1.70841460238828409E-022  2.48168901308525279E-027  1.40113319157485521E-028  7.88049840663348575E-022  2.90550762663942394E-028  0.80255075771307183     
   1.1073127784526597       0.43185868009269479        0.0000000000000000        0.0000000000000000       -383046.63529851142       6.09529973065675648E-002  0.24381198729280970       6.16701184605874744E-021  6.41108195235441738E-015  1.78409537615802395E-009  7.07921062825158257E-022  1.78452694771816296E-031  1.13109214251796444E-035  3.50362401577759728E-024  2.01388822587443709E-024  2.24317134982284149E-022  3.34036542367492902E-027  1.89864214200471116E-028  1.01895431184994797E-021  3.79605149680827124E-028  0.80254779206924454     
   1.1073086701467869       0.43185797785285168        0.0000000000000000        0.0000000000000000       -383044.26067480264       6.09527711341484868E-002  0.24381108264851753       7.94674884840848743E-021  7.77729480535219773E-015  2.09503488932899400E-009  8.59178273749472592E-022  2.31722431904559753E-031  1.60776526822070213E-035  4.51541604589812754E-024  2.60611443405524863E-024  2.89567179995419117E-022  4.41767551177861367E-027  2.53026726229327781E-028  1.29395776309682769E-021  4.86857847147565708E-028  0.80254481426934521     
   1.1073045886449311       0.43185679024247570        0.0000000000000000        0.0000000000000000       -383041.90124725562       6.09525464353842944E-002  0.24381018390299977       1.00784134383029296E-020  9.29202019572861622E-015  2.42253830073286017E-009  1.02660317838146297E-021  2.96913992149698250E-031  2.21759590006343140E-035  5.74775894751312563E-024  3.33214916117100576E-024  3.69245490482522134E-022  5.76814793144242512E-027  3.33195048045112326E-028  1.62159610478822538E-021  6.15923137014673088E-028  0.80254185588396154     
   1.1073005770355575       0.43185545715977774        0.0000000000000000        0.0000000000000000       -383039.58224402717       6.09523255824419713E-002  0.24380930054313241       1.26220081640168190E-020  1.09703059582180481E-014  2.76757935045809373E-009  1.21167645421080446E-021  3.76363426305361269E-031  2.98699975030967398E-035  7.24958942261313875E-024  4.22286209418825312E-024  4.66601960847060394E-022  7.45998192251942454E-027  4.34924324427802248E-028  2.01206587445353162E-021  7.71128035484605675E-028  0.80253894814230131     
   1.1072966782619253       0.43185427301157203        0.0000000000000000        0.0000000000000000       -383037.32874571125       6.09521109387779897E-002  0.24380844202443633       1.56469578964758852E-020  1.28287011633179215E-014  3.13118808993332324E-009  1.41600612833185951E-021  4.72781131506251361E-031  3.94697036760364117E-035  9.08069565161135649E-024  5.31621532511516282E-024  5.85616105888085906E-022  9.57850494344483240E-027  5.63986893479234913E-028  2.47754940330801274E-021  9.57651989985829517E-028  0.80253612216737080     
   1.1072929351100311       0.43185317697780662        0.0000000000000000        0.0000000000000000       -383035.16543919145       6.09519048602024868E-002  0.24380761776670959       1.92335148092611463E-020  1.48854048295198353E-014  3.51445411452893535E-009  1.64133808848113482E-021  5.89312632051721194E-031  5.13382922420439294E-035  1.13141252054138648E-023  6.65888977303908479E-024  7.31160593160926802E-022  1.22305120047481304E-026  7.27696679396312311E-028  3.03260399595670755E-021  1.18169385430012741E-027  0.80253340896880532     
   1.1072893890109348       0.43185196291683281        0.0000000000000000        0.0000000000000000       -383033.11607428029       6.09517096266870978E-002  0.24380683689266744       2.34743657743104047E-020  1.71604295055463654E-014  3.91852997621198473E-009  1.88956742466695417E-021  7.29608223575846911E-031  6.59009687540984103E-035  1.40391275130467104E-023  8.30828391029738015E-024  9.09201372988964478E-022  1.55497130610101150E-026  9.35319818545013881E-028  3.69462777747619212E-021  1.45067146932413752E-027  0.80253083857329033     
   1.1072860782908684       0.43185061805275121        0.0000000000000000        0.0000000000000000       -383031.20279978099       6.09515273481405009E-002  0.24380610784043830       2.84764705731493462E-020  1.96757812686840934E-014  4.34463478645298476E-009  2.16275066274442533E-021  8.97902831751939084E-031  8.36550505717145792E-035  1.73647495840706074E-023  1.03349698755363324E-023  1.12704258492287953E-021  1.97035732266133703E-026  1.19859438598104977E-027  4.48441737073249245E-021  1.77346022202529203E-027  0.80252843875771229     
   1.1072830376344440       0.43184933539917603        0.0000000000000000        0.0000000000000000       -383029.44582616945       6.09513599331834230E-002  0.24380543824745604       3.43631633077205237E-020  2.24556578961104287E-014  4.79405802531952134E-009  2.46311895951160458E-021  1.09910762657169784E-030  1.05181730202917143E-034  2.14242300974274478E-023  1.28257115028431695E-023  1.39362624823259657E-021  2.49019042134529916E-026  1.53238814399585354E-027  5.42683558583807032E-021  2.16067821391267636E-027  0.80252623465961748     
